index,sentence,label
187,"After this key step, Dbf4-dependent kinase (DDK) and cyclin-dependent kinases (Cdks) phosphorylate MCM2–7, leading to the recruitment of Cdc45 and GINS (Go, Ichi, Ni, and San) to form the CMG (Cdc45–MCMs–GINS) replicative helicase complex",2
188,"In general, Cdc7 phosphorylation of MCMs is essential for the initiation of DNA replication",2
189,Cdk2/CycE phosphorylation of MCM3 Thr-722 promoted its chromatin loading,2
190,it was found that both Cdk2/CycE and Cdk1/CycB phosphorylate MCM7 at Ser-121,2
191,"Similarly, Cdk1/2-dependent phosphorylation of MCM4 at multiple sites decreases the binding of MCM complex to DNA, avoiding re-replication during mitosis",2
192,"Interestingly, studies on the nuclear localization of chromatin-bound MCM4, phosphorylated at the Ser-3 and Ser-32 by Cdk2, showed that the nuclear localization was not generally colocalized with replicating DNA",2
193,"It was suggested by Shi et al. that ATM phosphorylated human MCM3 C-terminal at Ser-728, in response to DNA damage.",2
194,"Whereas ATR phosphorylated MCM2 at Ser-108 in response to multiple forms of DNA damage and stalling of replication forks including: IR, UV light, HU, and polyamides",2
195,"MCM7 phosphorylation at Tyr-600 mediated by epidermal growth factor receptor (EGFR)-p56Lyn-axis promotes MCM complex assembly and chromatin loading, consequently enhancing DNA synthesis and cancer cell proliferation",2
196,MCM3 was reported to be phosphorylated by death-associated protein kinase (DAPK) at Ser-160,2
197,MCM4 was phosphorylated by Epstein–Barr virus-encoded protein kinase (EBV-PK) at Thr-19 and Thr-110,2
198,"SIK1-dependent MCM2 phosphorylation, mediated by Sld5, is required for MCM helicase activity, but it does not affect the chromatin association of MCM2",2
199,Here we show that c-Src phosphorylates human HNF4α on three tyrosines in an interdependent and isoform-specific fashion.,2
200,We also show that the phosphorylation is influenced by the SH2 and SH3 domains of Src and by SNPs in HNF4α.,2
201,"Phosphorylation of Nrf2 at Ser-40 through a PKCbased mechanism has been reported to play a critical role in the dissociation of Nrf2 from Keap1, an negative regulator of Nrf2",2
202,"The C-terminus of ubiquitin is initially activated by being linked via a high-energy thioester bond to a cysteine side chain on the E1 protein. This reaction requires ATP, and it proceeds via a covalent AMP–ubiquitin intermediate.",3
203,"The activated ubiquitin on E1, also known as the ubiquitin-activating enzyme, is then transferred to the cysteine on an E2 molecule.",3
204,the activity of a ubiquitin ligase is turned on either by E3 phosphorylation or by an allosteric transition in an E3 protein caused by its binding to a specific small or large molecule.,3
205,"For example, the anaphase-promoting complex/cyclosome (APC/C) is a multisubunit ubiquitin ligase that is activated by a cell-cycle-timed subunit addition at mitosis.",3
206,"Not all proteins that bind to activated RTKs via SH2 domains help to relay the signal onward. Some act to decrease the signaling process, providing negative feedback. One example is the c-Cbl protein, which can dock on some activated receptors and catalyze their ubiquitylation, covalently adding one or more ubiqui- tin molecules to specific sites on the receptor.",3
207,"Smad7 (and possibly Smad6) binds to the cytosolic tail of the activated receptor and inhibits its signaling ability in at least three ways: (1) it competes with R-Smads for binding sites on the receptor, decreasing R-Smad phosphorylation; (2) it recruits a ubiquitin ligase called Smurf, which ubiquitylates the receptor, leading to receptor internalization and degradation (it is because Smurfs also ubiquitylate and promote the degradation of Smads that they are called Smad ubiquitylation regulatory factors, or Smurfs); and (3) it recruits a protein phosphatase that dephosphorylates and inactivates the recep- tor. In addition, the inhibitory Smads bind to the co-Smad, Smad4, and inhibit it, either by preventing its binding to R-Smads or by promoting its ubiquitylation and degradation.",3
208,"The complex contains at least four other proteins, including a protein kinase called casein kinase 1 (CK1), which phosphorylates the β-catenin on a serine, priming it for further phosphorylation by another protein kinase called glycogen synthase kinase 3 (GSK3). This final phosphorylation marks the protein for ubiquitylation and rapid degradation in proteasomes.",3
209,"The binding of TNFα causes a rearrangement of the clustered cytosolic tails of the receptors, which now recruit various signaling proteins, resulting in the activation of a protein kinase that phosphorylates and activates IκB kinase kinase (IKK). IKK is a heterotrimer composed of two kinase subunits (IKKα and IKKβ) and a regulatory subunit called NEMO. IKKβ then phosphorylates IκB on two serines, which marks the protein for ubiquitylation and degradation in proteasomes.",3
210,"active CTR1 stimulates the ubiquitylation and degradation in proteasomes of a nuclear transcription regulator called EIN3, which is required for the transcription of ethylene-responsive genes.",3
211,"The auxin receptor proteins are located mainly in the nucleus. When activated by auxin binding, the receptor– auxin complex recruits a ubiquitin ligase, which ubiquitylates the Aux/IAA protein, marking it for degradation in proteasomes. ARF is now free to activate the transcription of auxin-responsive genes.",3
212,"First, a protein called geminin is labeled with a green fluorescent protein. This protein is targeted for degradation by the APC/C, a ubiquitin ligase that is active from metaphase to the end of G1 (as discussed later). Thus, the green fluorescence of this protein is seen from early S phase to mid-mitosis. A second protein, called Cdt1, is tagged with a red fluorescent protein. This protein is targeted for ubiquitylation and destruction from late G1 to telophase of mitosis.",3
213,"The APC/C catalyzes the ubiquitylation and destruction of two major proteins. The first is securin; its destruction in metaphase activates a protease that separates the sister-chromatid pairs and unleashes anaphase, as described later. The S- and M-cyclins are the second major targets of the APC/C.",3
214,"The cell-cycle control system also employs another ubiquitin ligase called SCF (see Figure 3–67). Its major role in the cell cycle is to ubiquitylate certain CKI proteins in late G1, thereby helping to control the activation of S-Cdks and DNA replication",3
215,"Like Cdh1, Sic1 is inhibited by M-Cdk, which phosphorylates Sic1 during mitosis and thereby promotes its ubiquitylation by SCF",3
216,p27 suppresses G1/S-Cdk and S-Cdk activities in G1; helps cells withdraw from cell cycle when they terminally differentiate; phosphorylation by Cdk2 triggers its ubiquitylation by SCF,3
217,"APC/C catalyzes ubiquitylation of regulatory proteins involved primarily in exit from mitosis, including securin and S-cyclins and M-cyclins; regulated by association with activating subunits Cdc20 or Cdh1",3
218,"SCF employs various substrate-binding (F-box) subunits to catalyze ubiquitylation of regulatory proteins involved in G1 control, including some CKIs (Sic1 in budding yeast, p27 in mammals)",3
219,"CRL4–Cdt2 catalyzes ubiquitylation of the replication regulator Cdt1 during S phase, thereby suppressing further loading of Mcm helicase at origin",3
220,"Also, the association of Cdt1 with a protein at active replication forks stimulates Cdt1 ubiquitylation by a ubiquitin ligase called CRL4–Cdt2, leading to Cdt1 degradation.",3
221,The activation of APC/C by Cdc20 leads to the ubiquitylation and destruction of securin,3
222,Mdm2 normally binds to p53 and promotes its ubiquitylation and destruction in proteasomes.,3
223,"Rad6 is known to direct mono-ubiquitination of histone H2B, which is involved in regulating gene transcription in the nucleus.",3
224,The resulting K48-linked and K11-linked ubiquitin chains do not only represent a signal for degradation by the proteasome but are also recognized by the AAA+ ATPase Cdc48 and get in the process of retrotranslocation modified by enzymes bound to Cdc48.,3
225,"Although Ubc7 is the main E2 enzyme that cooperates with the Hrd1 E3 ligase, the central component of the Hrd complex, Ubc6 interacts with another E3 ligase complex, the Doa10 complex.",3
226,"In addition, detailed biochemical studies have shown that binding enhances the ubiquitination reaction by an allosteric mechanism. Ubc7 bound to the isolated U7BR showed strongly enhanced ubiquitination activity, independently of the presence of E3 ligases.",3
227,In mammalian cells the ERAD E3 ligase gp78 contains in addition to the G2BR domain that binds to the E2 enzyme Ube2g2 also a CUE domain that recognizes the hydrophobic patch of ubiquitin similar to other CUE domains.,3
228,In vitro experiments with poly-ubiquitinated Hrd1 suggested that in general Cdc48 acts before Otu1-mediated trimming of the ubiquitin chains occurs. These investigations also suggested that Ubx2 prevents premature de-ubiquitination before substrate extraction by competing with Otu1 for binding to Cdc48.,3
229,"On the opposite side of the nucleosome, two tandem zinc fingers in AEBP2 contact the ubiquitin attached to the other H2A subunit in the complex through the Ile44 hydrophobic patch.",3
230,"RYBP is a ubiquitin-binding protein: this interaction is mediated by its zinc-finger domain, which is similar in sequence to NZF zinc-fingers known to bind ubiquitin. Ubiquitin binding by RYBP is important for PRC2-independent PRC1 recruitment in the context of X-chromosome inactivation in female ES cells.",3
231,"The structure also revealed roles for the nucleosome itself in positioning the H2AK15-linked ubiquitin. First, direct contacts were observed between ubiquitin and the H2B C-terminal alpha helix",3
232,"For ubiquitination assay, we expect to detect the protein of IGF2BP1 ubiquitination increased by E3 ligase. As shown in Figure 2, FBXO45 enhanced IGF2BP1 polyubiquitination, while the K190A or K450A mutants significantly blocked this action.",3
233,"A good example is polyubiquitination of RIPK1 by the TRAF2-cIAP1-Ubc13-UbcH5 complex, which modulates K63-linked ubiquitination of RIPK1 (see Figure 2 in the main text).",3
234,"In the context of BCR activation, TRAF3 essentially functions as a bridge to transfer K48-linked ubiquitin chains to NF-kappaB-inducing kinase (NIK) via the ubiquitin ligase complex (TRAF2-TRAF6-cIAP1/2).",3
235,"A20 negatively regulates NF-kappaB signaling by inhibiting E3 ligase or substrate activity (TRAF2, TRAF6, cIAP1, RIPK1, and MALT1)",3
236,A20 functions to deubiquitinate K63-ubiquitin linkages conjugated to MALT1 of CBM-Ubc13-TRAF6 complex and impairs TCR-induced NF-kappaB signaling; A20 also undergoes proteasomal degradation to restore TCR/CD28-induced IKK activation.,3
237,"OTUD7B is a DUB that deubiquitinates K63-assembled ubiquitin chains from GbetaL, a substrate for TRAF2 E3 ligase.",3
238,"USP49, a ubiquitin-specific protease, interacts with and deubiquitinates STING after HSV-1 infection.",3
239,The SARS-CoV-2 PLPro protein inhibits TLR-7 signaling by deubiquitinating K63 linkages from TRAF3 and TRAF6 in human promonocyte cells that were stably transfected.,3
240,"The IAP family of proteins, including cIAP1, cIAP2, and XIAP, have E3 ubiquitin protein ligase activity. TRAF2 and TRAF6 form a complex with cIAP1/2 to conjugate K63-linked ubiquitin chains catalyzed by Ubc13, followed by NF-kappaB or MAPK activation in human immune cell activation via antigen and pattern recognition receptors (PRRs)",3
241,K63-linked polyubiquitin chains (red ovals) and linear polyubiquitin chains (green ovals) catalyzed by Ubc13-Uev1a and UbcH5/linear ubiquitin chain assembly complex (LUBAC) are necessary for efficient activation of immune and antiviral cell signaling pathways.,3
242,"The tumor necrosis factor receptor 1 (TNFR1)-induced non-canonical mechanism involves K48-ubiquitin chain-mediated degradation of TNF receptor-associated factor 3 (TRAF3) by cellular inhibitor of apoptosis proteins 1/2 (cIAP1/2), release of TRAF2/TRAF6 for K63 ubiquitination, and activation of non-canonical nuclear factor KappaB (NF-kappaB)/MAPK.",3
243,"Recently, Ubc13 was also shown to associate with NLRP3, catalyze K63-linked ubiquitination of NLRP3 and activate the inflammasome",3
244,NLRC5 undergoes K63 ubiquitination in the presence of TRAF2 or TRAF6 and ubiquitinated NLRC5 regulates the catalytic function of the IKK complex.,3
245,"NLRX1 is another non-inflammasome NLR that binds to TRAF6 and when stimulated with LPS, undergoes K63-linked ubiquitination; ubiquitinated NLRX1 inhibits IKK and NF-kappaB activation, as shown in overexpressed 293Ts (Box 3).",3
246,One of the components of LUBAC is the ubiquitin ligase HOIL-1 which has been shown to generate oxyester linkages on several proteins and on linear polysaccharides. We show that HOIL-1 activity requires linear tetra-Ub binding which enables HOIL-1 to mono-ubiquitylate linear Ub chains and polysaccharides.,3
247,"It has been shown that HOIL-1L mono-ubiquitylates several immune signaling proteins such as MyD88 (Myeloid differentiation factor 88), the IL-1 receptor associated kinases IRAK1and IRAK2 by catalyzing formation of an ester bond between the hydroxy group of serine or threonine residues and the C-terminal glycine of Ub.",3
248,"E3 ubiquitin ligases that can catalyze the ubiquitylation of Notch include Itch, Ligand of Numb-Protein X (LNX), Deltex (DTX), Mind bomb (Mib) 1, Mib2, Neuralized (Neur) 1, and Neur2.",3
249,"However, Zhao Y et al. reported that Cbl-b, together with Stub1, regulates thymic-derived CD4+ CD25+ regulatory T cells (tTregs) development by targeting Foxp3 for ubiquitination and degradation in the proteasome",3
250,Membrane-associated RING-CH1 (MARCH1) is an E3 ubiquitin ligase that regulates MHCII ubiquitination,3
251,"Another E3 ligase, MARCH8, is responsible for MHC II ubiquitination specifically in thymic epithelial cells.",3
252,"Cdt2 binds directly onto proliferating cell nuclear antigen (PCNA) loaded on DNA, which serves as a landing pad for the independent recruitment of the ubiquitin ligase and its substrates.",3
253,"Moreover, it was shown that mK3 could facilitate ubiquitination of a single serine, threonine or lysine (but not cysteine) residue placed close to the C-terminus of the cytosolic tail of MHC-I HC, resulting in its efficient degradation.",3
254,"These surprising findings were extended to show that, even in the context of the native sequence, serine residues were preferentially ubiquitinated over lysine residues in a reaction catalysed by the E2 Ube2j2, a tail-anchored ER membrane protein, which was shown to be the cognate E2 of mK3.",3
255,"We also showed that during zebrafish development, the ribosome was ubiquitinated by Znf598, an E3 ubiquitin ligase that activates RQC. Ribosomal protein Rps10/eS10 was found to be a key ubiquitinated protein during development.",3
256,"Upon stimulation with inflammatory cytokines such as TNF-alpha, LUBAC conjugates an M1-polyubiquitin chain onto NF-kappaB-essential modulator (NEMO), receptor-interacting Ser/Thr kinase 1 (RIPK1), and other proteins.",3
257,"A much more recent line of evidence for DDR leading to this atypical ubiquitination stems from the research on HUWE1, an E3 ligase that generates the majority of cellular K6-linked species upon inhibition of the valosin-containing protein (VCP/p97/Cdc48).",3
258,"E4B belongs to the U-box E3 ubiquitin ligase family and functions as either an E3 or an E4 enzyme in protein ubiquitination. Lu et al. studied the differential degradation of TRA2A and PYCR2 by E3 ubiquitin ligase E4B. In their study, they validated the ubiquitination of TRA2A and PYCR2 by E4B in vitro and in mammalian cells. They found that E4B mediated the degradation by forming K11- and K48- linked polyubiquitin chains on TRA2A and PYCR2, respectively.",3
259,Polyubiquitination of IRAK-1 and TRAF6 is induced by stimulation of interleukin-1 receptor (IL-1R) or of TLRs by pathogens.,3
260,"For example, the UBE2E family of E2 enzymes directly ubiquitinate the substrate SETDB1 in a manner independent of ubiquitin ligase E3, and conjugated ubiquitin is protected from active deubiquitination.",3
261,"Our results are consistent with a model in which BRD1732 is ubiquitinated by RNF19 proteins, and accumulation of the resulting ubiquitin-BRD1732 conjugate leads to competitive inhibition of the ubiquitin-proteasome system (Fig. 4F).",3
262,"The N-terminal end of proteins can be also targeted for ubiquitination. The ubiquitin-conjugating enzyme, UBE2W catalyzes ubiquitination on the N-terminal end of UCHL1 and UCHL5, altering their DUB activity. There are also several other proteins such as FKBP1A, SURF4, DUT, GADD45A, TXNL1, EIFR3G, TAM1, STAM, and PAPOLA targeted for the N-terminal ubiquitination in which the role of ubiquitination and the responsible enzymes remain unclear.",3
263,"Ubiquitination of LPS is catalyzed by the RING-type ubiquitin ligase RNF213/Mysterin (Fig. 3 B), a distinct E3 ligase linked to Moyamoya disease, a cerebrovascular disorder.",3
264,"More recently, sugars (glycogen and maltoheptaose) were shown to be ubiquitinated by the RBR-type ubiquitin ligase HOIL-1 (Fig. 3 C). Sugar ubiquitination by HOIL-1 with the E2 UbcH7 has been confirmed in vitro.",3
265,Rad6-Rad18 is the E2 ubiquitin-conjugating enzyme/E3 ubiquitin ligase that catalyzes the mono-ubiquitylation of PCNA.,3
266,"Yeast Rad5 is a 134 kDa protein that has two functions. First, it is an E3 ubiquitin ligase that binds Ubc13-Mms2 and forms K63-linked poly-ubiquitin chains on mono-ubiquitylated PCNA.",3
267,"A substantial amount of evidence suggests that the Rad18 protein, which is the E3 ubiquitin ligase responsible for PCNA mono-ubiquitylation, and the Rad5 protein, which is the E3 ubiquitin ligase responsible for PCNA poly-ubiquitylation, play a more direct role in orchestrating the events leading to DNA damage bypass than was originally thought.",3
268,"IκBα ubiquitination occurs when IκBα is phosphorylated at Ser32/Ser36. Phosphorylation of Ser32/Ser36 allows certain ubiquitin E3 ligases to recognize IκBα. Ubiquitinated IκBα is then recognized by the proteasome complex, which leads to its degradation.",3
269,"Depending on the linkage between ubiquitin molecules, these chains can encode distinct information. For example, chains linked through Lys48 of ubiquitin (K48-linked chains) are a targeting device for protein degradation by the 26S proteasome",3
270,"Ubiquitin moieties are linked by an isopeptide bond between a Gly76 carboxyl group and either a Lys sidechain primary amino group (Lys6, Lys11, Lys27, Lys29, Lys33, Lys48, or Lys63) or the ubiquitin amino terminus (Met1)",3
271,"The specific enzymes that catalyze modification by ubiquitin-like proteins are somewhat different from those involved in conjugation of ubiquitin, though they utilize a similar mechanism. Thus SUMO (Small Ubiquitin MOdifier), for example, is conjugated by a heterodimeric E1-Aos1/Uba2, and the E2-conjugating enzyme Ubc9.",3
272,"IKK then phosphorylates IκBα to target IκBα for K48 polyubiquitination, which leads to the degradation of ubiquitinated IκBα by the proteasome, allowing the p50/RelA complex to enter the nucleus and activate target genes.",3
273,"In the non-canonical pathway, under unstimulated conditions, NIK is persistently degraded by the proteasome due to K48 polyubiquitination by cIAP1/2 because the TRAF2/TRAF3 heterodimer acts as a molecular bridge between NIK and cIAP1/2.",3
274,"We focused on the E3 activity of TRAF6 and found that, upon IL-1 stimulation, TAK1 undergoes K63-type polyubiquitination catalyzed by TRAF6 (E3) and Ubc13 (E2), which is required for TAK1 activation.",3
275,"BRCA1 polyubiquitinates CSB and this polyubiquitination and subsequent degradation of CSB occur following UV irradiation, even in the absence of Cockayne syndrome A (CSA) protein.",3
276,BRCA1 associates with RNA polymerase II (RNAPII)( 14 ) and mediates the ubiquitination of RNAPII following UV irradiation,3
277,"Hypoxia inducible factor (HIF)-mediated response to hypoxic conditions is turned off by VHL-mediated ubiquitination of HIFα. To achieve this, VHL binds HIFα and recruits it to a specific E3 ubiquitin ligase complex, a Cullin-RING-ligase.",3
278,The F-box protein Skp2 mediates c-Myc ubiquitylation by binding to the MB2 domain.,3
279,"In this study, RagA was modified by polyubiquitination in an amino acid-sensitive manner. By screening a series of E3 ligases, RNF152, a lysosomal E3 ligase, was identified to mediate K63-linked polyubiquitination of RagA.",3
280,"Moreover, SKP2, another E3 ligase, could mediate RagA polyubiquitination on lysine 15.",3
281,"In addition to RNF152/SKP2, TRAF6, an E3 ligase, is also reported to regulate mTOR translocation to the lysosome in response to amino acid stimulation by catalyzing the K63 ubiquitination of mTOR in the form of the p62-TRAF6 heterodimer complex.",3
282,"In this process, FBXW7 directly binds to mTOR and mediates its degradation by the proteasome (Fig. 2a)",3
283,RNF168 plays a central role in the DNA damage response (DDR) by ubiquitylating histone H2A at K13 and K15.,3
284,"Briefly, Rsp5 (NEDD4 in human cells) is responsible for generating a K63 linked poly-ubiquitin chain on RPB1, which is then trimmed to mono-ubiquitylation by the Rsp5-associated deubiquitinating enzyme (DUB) Ubp2.",3
285,"While this two-ligase system has been successfully reconstituted for yeast and mammalian factors in vitro , the human E3 ligase VHL has also been shown to ubiquitylate RPB1 in vivo .",3
286,"Consequently, p-T58-MYC is recognized by SCFFbw7 for K48-linked ubiquitination and degradation through the proteasome system.",3
287,"As the substrate-binding subunit of the SCFSkp2 ubiquitin ligase complex, Skp2 was shown to bind to the MBII and bHLH-LZ domains of MYC and can mediate its ubiquitination and degradation during the G1/S transition of the cell cycle.",3
288,"SCFFBXO32 targets MYC for proteasome degradation by promoting MYC ubiquitination at K326 via K48-linked ubiquitin chains independently of T58 or S62 phosphorylation. FBXO32 interacts with MYC at MBII, MBIV and a PEST (rich in proline, glutamic acid, serine and threonine) domain.",3
289,"SPOP mediates ubiquitination and degradation of MYC by directly binding to MYC, while this binding is attenuated by the prostate cancer-associated mutations, SPOPF102C and SPOPF133V.",3
290,"Recently, LINC01638 lncRNA has been shown to stabilize MYC by blocking the binding between SPOP and MYC and thus inhibiting SPOP- induced MYC ubiquitination and degradation in TNBCs, indicating a new RNA-mediated mechanism utilized by cancer cells to stabilize MYC protein.",3
291,"However, subsequent studies showed that Pirh2 binds to MYC and mediates MYC polyubiquitination and proteasome degradation, suggesting that Pirh2 is a bona fide ubiquitin E3 ligase for MYC.",3
292," TRUSS interacts with both MYC and N-MYC at their C-terminal bHLH-LZ domain, thus mediating DCX-dependent MYC ubiquitination and degradation.",3
293,It has been shown that CHIP mediates polyubiquitination of MYC for degradation and suppresses MYC activity.,3
