doc_id,sentence,start,end,mention,entity_type
41868184_1,"Furthermore, anthraquinones inhibit pyroptosis, apoptosis, tau phosphorylation, Aβ/α-synuclein aggregation, and acetylcholinesterase activity, while restoring metal homeostasis, activating estrogen receptors, modulating gut microbiota, increasing BDNF levels, and preserving blood-brain barrier permeability.",80,82,Aβ,Gene
41868184_1,"Furthermore, anthraquinones inhibit pyroptosis, apoptosis, tau phosphorylation, Aβ/α-synuclein aggregation, and acetylcholinesterase activity, while restoring metal homeostasis, activating estrogen receptors, modulating gut microbiota, increasing BDNF levels, and preserving blood-brain barrier permeability.",83,94,α-synuclein,Gene
41868184_1,"Furthermore, anthraquinones inhibit pyroptosis, apoptosis, tau phosphorylation, Aβ/α-synuclein aggregation, and acetylcholinesterase activity, while restoring metal homeostasis, activating estrogen receptors, modulating gut microbiota, increasing BDNF levels, and preserving blood-brain barrier permeability.",112,132,acetylcholinesterase,Gene
41868184_1,"Furthermore, anthraquinones inhibit pyroptosis, apoptosis, tau phosphorylation, Aβ/α-synuclein aggregation, and acetylcholinesterase activity, while restoring metal homeostasis, activating estrogen receptors, modulating gut microbiota, increasing BDNF levels, and preserving blood-brain barrier permeability.",159,164,metal,Chemical
41868184_1,"Furthermore, anthraquinones inhibit pyroptosis, apoptosis, tau phosphorylation, Aβ/α-synuclein aggregation, and acetylcholinesterase activity, while restoring metal homeostasis, activating estrogen receptors, modulating gut microbiota, increasing BDNF levels, and preserving blood-brain barrier permeability.",189,207,estrogen receptors,Gene
41868184_1,"Furthermore, anthraquinones inhibit pyroptosis, apoptosis, tau phosphorylation, Aβ/α-synuclein aggregation, and acetylcholinesterase activity, while restoring metal homeostasis, activating estrogen receptors, modulating gut microbiota, increasing BDNF levels, and preserving blood-brain barrier permeability.",247,251,BDNF,Gene
41862620_1,"METHOD: Relevant literature on immune responses and metabolic regulation in nerve injury wasanalyzed to explore how shifts between glycolysis, oxidative phosphorylation, and fatty acidoxidation govern the balance between inflammatory and reparative states.",76,88,nerve injury,Disease
41862620_1,"METHOD: Relevant literature on immune responses and metabolic regulation in nerve injury wasanalyzed to explore how shifts between glycolysis, oxidative phosphorylation, and fatty acidoxidation govern the balance between inflammatory and reparative states.",221,233,inflammatory,Disease
41868147_1,"This stress encompasses alterations in oxidative phosphorylation, mitochondrial dynamics, calcium handling, reactive oxygen species (ROS) production, and activation or disruption of mitochondrial quality control pathways such as mitophagy.",90,97,calcium,Chemical
41868147_1,"This stress encompasses alterations in oxidative phosphorylation, mitochondrial dynamics, calcium handling, reactive oxygen species (ROS) production, and activation or disruption of mitochondrial quality control pathways such as mitophagy.",108,131,reactive oxygen species,Chemical
41868147_1,"This stress encompasses alterations in oxidative phosphorylation, mitochondrial dynamics, calcium handling, reactive oxygen species (ROS) production, and activation or disruption of mitochondrial quality control pathways such as mitophagy.",133,136,ROS,Chemical
41873355_1,"This review summarizes seven key PTMs' (phosphorylation, acetylation, glycosylation, methylation, ubiquitination, SUMOylation, lactylation) dual regulation on NK cell therapy: physiological PTMs enhance NK cytotoxicity, targeting, and persistence; aberrant PTMs block NK activation, induce exhaustion, and promote GBM immune escape.",314,317,GBM,Disease
41846138_1,"The established molecular initiating event of MC-LR toxicity is the inhibition of serine/threonine protein phosphatases (PP1 and PP2), leading to widespread phosphorylation imbalance and cellular stress.",46,51,MC-LR,Chemical
41846138_1,"The established molecular initiating event of MC-LR toxicity is the inhibition of serine/threonine protein phosphatases (PP1 and PP2), leading to widespread phosphorylation imbalance and cellular stress.",52,60,toxicity,Disease
41846138_1,"The established molecular initiating event of MC-LR toxicity is the inhibition of serine/threonine protein phosphatases (PP1 and PP2), leading to widespread phosphorylation imbalance and cellular stress.",82,119,serine/threonine protein phosphatases,Gene
41846138_1,"The established molecular initiating event of MC-LR toxicity is the inhibition of serine/threonine protein phosphatases (PP1 and PP2), leading to widespread phosphorylation imbalance and cellular stress.",121,124,PP1,Gene
41846138_1,"The established molecular initiating event of MC-LR toxicity is the inhibition of serine/threonine protein phosphatases (PP1 and PP2), leading to widespread phosphorylation imbalance and cellular stress.",129,132,PP2,Gene
41846138_2,This review critically analyzes recent mechanistic findings and cross-species evidence to contextualize autophagy dysregulation within a broader framework of phosphorylation imbalance and organelle stress in MC-LR toxicity.,208,213,MC-LR,Chemical
41846138_2,This review critically analyzes recent mechanistic findings and cross-species evidence to contextualize autophagy dysregulation within a broader framework of phosphorylation imbalance and organelle stress in MC-LR toxicity.,214,222,toxicity,Disease
41854733_1,"Somatostatin receptors (SSTR1-5) are widely expressed in cognition-related brain regions and participate in amyloid-β metabolism, tau phosphorylation, neuroinflammation, and synaptic plasticity.",0,22,Somatostatin receptors,Gene
41854733_1,"Somatostatin receptors (SSTR1-5) are widely expressed in cognition-related brain regions and participate in amyloid-β metabolism, tau phosphorylation, neuroinflammation, and synaptic plasticity.",24,31,SSTR1-5,Gene
41854733_1,"Somatostatin receptors (SSTR1-5) are widely expressed in cognition-related brain regions and participate in amyloid-β metabolism, tau phosphorylation, neuroinflammation, and synaptic plasticity.",108,117,amyloid-β,Gene
41854733_1,"Somatostatin receptors (SSTR1-5) are widely expressed in cognition-related brain regions and participate in amyloid-β metabolism, tau phosphorylation, neuroinflammation, and synaptic plasticity.",130,133,tau,Gene
41854733_1,"Somatostatin receptors (SSTR1-5) are widely expressed in cognition-related brain regions and participate in amyloid-β metabolism, tau phosphorylation, neuroinflammation, and synaptic plasticity.",151,168,neuroinflammation,Disease
41844234_1,"MYC is regulated at multiple levels, and its stability and activity are modulated by protein phosphorylation.",0,3,MYC,Gene
41869562_1,"Furthermore, phosphorylated STAT3 levels positively correlated with the M2 marker ArgI, and both were further increased in the absence of Ezh2.",28,33,STAT3,Gene
41869562_1,"Furthermore, phosphorylated STAT3 levels positively correlated with the M2 marker ArgI, and both were further increased in the absence of Ezh2.",82,86,ArgI,Gene
41869562_1,"Furthermore, phosphorylated STAT3 levels positively correlated with the M2 marker ArgI, and both were further increased in the absence of Ezh2.",138,142,Ezh2,Gene
41849441_1,"To quantitatively evaluate differences in antithrombogenicity, poly(butyl methacrylate) (PBMA), poly(2-methoxyethyl acrylate) (PMEA), and poly(2-methacryloyloxyethyl phosphorylcholine-co-n-butyl methacrylate) (P(MPC-co-BMA)) were spin-coated on gold QCM-D (Quartz Crystal Microbalance with Dissipation) sensors, and the adsorption behaviors of fibrinogen (Fg) on these polymer surfaces was analyzed.",63,87,poly(butyl methacrylate),Chemical
41849441_1,"To quantitatively evaluate differences in antithrombogenicity, poly(butyl methacrylate) (PBMA), poly(2-methoxyethyl acrylate) (PMEA), and poly(2-methacryloyloxyethyl phosphorylcholine-co-n-butyl methacrylate) (P(MPC-co-BMA)) were spin-coated on gold QCM-D (Quartz Crystal Microbalance with Dissipation) sensors, and the adsorption behaviors of fibrinogen (Fg) on these polymer surfaces was analyzed.",89,93,PBMA,Chemical
41849441_1,"To quantitatively evaluate differences in antithrombogenicity, poly(butyl methacrylate) (PBMA), poly(2-methoxyethyl acrylate) (PMEA), and poly(2-methacryloyloxyethyl phosphorylcholine-co-n-butyl methacrylate) (P(MPC-co-BMA)) were spin-coated on gold QCM-D (Quartz Crystal Microbalance with Dissipation) sensors, and the adsorption behaviors of fibrinogen (Fg) on these polymer surfaces was analyzed.",96,125,poly(2-methoxyethyl acrylate),Chemical
41849441_1,"To quantitatively evaluate differences in antithrombogenicity, poly(butyl methacrylate) (PBMA), poly(2-methoxyethyl acrylate) (PMEA), and poly(2-methacryloyloxyethyl phosphorylcholine-co-n-butyl methacrylate) (P(MPC-co-BMA)) were spin-coated on gold QCM-D (Quartz Crystal Microbalance with Dissipation) sensors, and the adsorption behaviors of fibrinogen (Fg) on these polymer surfaces was analyzed.",127,131,PMEA,Chemical
41849441_1,"To quantitatively evaluate differences in antithrombogenicity, poly(butyl methacrylate) (PBMA), poly(2-methoxyethyl acrylate) (PMEA), and poly(2-methacryloyloxyethyl phosphorylcholine-co-n-butyl methacrylate) (P(MPC-co-BMA)) were spin-coated on gold QCM-D (Quartz Crystal Microbalance with Dissipation) sensors, and the adsorption behaviors of fibrinogen (Fg) on these polymer surfaces was analyzed.",138,208,poly(2-methacryloyloxyethyl phosphorylcholine-co-n-butyl methacrylate),Chemical
41849441_1,"To quantitatively evaluate differences in antithrombogenicity, poly(butyl methacrylate) (PBMA), poly(2-methoxyethyl acrylate) (PMEA), and poly(2-methacryloyloxyethyl phosphorylcholine-co-n-butyl methacrylate) (P(MPC-co-BMA)) were spin-coated on gold QCM-D (Quartz Crystal Microbalance with Dissipation) sensors, and the adsorption behaviors of fibrinogen (Fg) on these polymer surfaces was analyzed.",210,223,P(MPC-co-BMA),Chemical
41849441_1,"To quantitatively evaluate differences in antithrombogenicity, poly(butyl methacrylate) (PBMA), poly(2-methoxyethyl acrylate) (PMEA), and poly(2-methacryloyloxyethyl phosphorylcholine-co-n-butyl methacrylate) (P(MPC-co-BMA)) were spin-coated on gold QCM-D (Quartz Crystal Microbalance with Dissipation) sensors, and the adsorption behaviors of fibrinogen (Fg) on these polymer surfaces was analyzed.",245,249,gold,Chemical
41849441_1,"To quantitatively evaluate differences in antithrombogenicity, poly(butyl methacrylate) (PBMA), poly(2-methoxyethyl acrylate) (PMEA), and poly(2-methacryloyloxyethyl phosphorylcholine-co-n-butyl methacrylate) (P(MPC-co-BMA)) were spin-coated on gold QCM-D (Quartz Crystal Microbalance with Dissipation) sensors, and the adsorption behaviors of fibrinogen (Fg) on these polymer surfaces was analyzed.",344,354,fibrinogen,Gene
41849441_1,"To quantitatively evaluate differences in antithrombogenicity, poly(butyl methacrylate) (PBMA), poly(2-methoxyethyl acrylate) (PMEA), and poly(2-methacryloyloxyethyl phosphorylcholine-co-n-butyl methacrylate) (P(MPC-co-BMA)) were spin-coated on gold QCM-D (Quartz Crystal Microbalance with Dissipation) sensors, and the adsorption behaviors of fibrinogen (Fg) on these polymer surfaces was analyzed.",356,358,Fg,Gene
41849441_1,"To quantitatively evaluate differences in antithrombogenicity, poly(butyl methacrylate) (PBMA), poly(2-methoxyethyl acrylate) (PMEA), and poly(2-methacryloyloxyethyl phosphorylcholine-co-n-butyl methacrylate) (P(MPC-co-BMA)) were spin-coated on gold QCM-D (Quartz Crystal Microbalance with Dissipation) sensors, and the adsorption behaviors of fibrinogen (Fg) on these polymer surfaces was analyzed.",369,376,polymer,Chemical
41844803_1,"Phosphoproteomics revealed reduced phosphorylation of MRCKA and SLK substrates, suggesting crosstalk between D/L-2HG modification and kinase activity.",54,59,MRCKA,Gene
41844803_1,"Phosphoproteomics revealed reduced phosphorylation of MRCKA and SLK substrates, suggesting crosstalk between D/L-2HG modification and kinase activity.",64,67,SLK,Gene
41844803_1,"Phosphoproteomics revealed reduced phosphorylation of MRCKA and SLK substrates, suggesting crosstalk between D/L-2HG modification and kinase activity.",109,116,D/L-2HG,Chemical
41855256_1,"CHKA phosphorylates promyelocytic leukemia (PML) at tyrosine 339, promoting its cytoplasmic localization.",0,4,CHKA,Gene
41855256_1,"CHKA phosphorylates promyelocytic leukemia (PML) at tyrosine 339, promoting its cytoplasmic localization.",20,44,promyelocytic leukemia (,Gene
41855256_1,"CHKA phosphorylates promyelocytic leukemia (PML) at tyrosine 339, promoting its cytoplasmic localization.",44,48,PML),Gene
41852131_1,"COS is of great significance in the prevention and treatment of AD; the main mechanisms of action include inhibiting acetylcholinesterase and beta-secretase activity, preventing abnormal phosphorylation of tau protein, chelating copper ions, protecting neuronal cells, and exhibiting antioxidant effects.",0,3,COS,Chemical
41852131_1,"COS is of great significance in the prevention and treatment of AD; the main mechanisms of action include inhibiting acetylcholinesterase and beta-secretase activity, preventing abnormal phosphorylation of tau protein, chelating copper ions, protecting neuronal cells, and exhibiting antioxidant effects.",64,66,AD,Disease
41852131_1,"COS is of great significance in the prevention and treatment of AD; the main mechanisms of action include inhibiting acetylcholinesterase and beta-secretase activity, preventing abnormal phosphorylation of tau protein, chelating copper ions, protecting neuronal cells, and exhibiting antioxidant effects.",117,137,acetylcholinesterase,Gene
41852131_1,"COS is of great significance in the prevention and treatment of AD; the main mechanisms of action include inhibiting acetylcholinesterase and beta-secretase activity, preventing abnormal phosphorylation of tau protein, chelating copper ions, protecting neuronal cells, and exhibiting antioxidant effects.",142,156,beta-secretase,Gene
41852131_1,"COS is of great significance in the prevention and treatment of AD; the main mechanisms of action include inhibiting acetylcholinesterase and beta-secretase activity, preventing abnormal phosphorylation of tau protein, chelating copper ions, protecting neuronal cells, and exhibiting antioxidant effects.",206,209,tau,Gene
41852131_1,"COS is of great significance in the prevention and treatment of AD; the main mechanisms of action include inhibiting acetylcholinesterase and beta-secretase activity, preventing abnormal phosphorylation of tau protein, chelating copper ions, protecting neuronal cells, and exhibiting antioxidant effects.",229,235,copper,Chemical
41867854_1,"In skeletal muscle, where DAS events were the most abundant, DAS genes were enriched for muscle structure- and RNA splicing-related processes, and splicing machinery components were regulated at the protein phosphorylation, RNA, and AS levels.",61,64,DAS,Disease
41869290_1,The results of the gene set enrichment analysis (GSEA) indicated enrichment of oxidative phosphorylation pathway in NRF2-deficient cells.,116,120,NRF2,Gene
41857027_1,"Unlike other CDKs, CDK16 is regulated by an unclear mechanism involving phosphorylated cyclin Y (CCNY) in complex with 14-3-3 proteins rather than CCNY alone.",13,17,CDKs,Gene
41857027_1,"Unlike other CDKs, CDK16 is regulated by an unclear mechanism involving phosphorylated cyclin Y (CCNY) in complex with 14-3-3 proteins rather than CCNY alone.",19,24,CDK16,Gene
41857027_1,"Unlike other CDKs, CDK16 is regulated by an unclear mechanism involving phosphorylated cyclin Y (CCNY) in complex with 14-3-3 proteins rather than CCNY alone.",87,95,cyclin Y,Gene
41857027_1,"Unlike other CDKs, CDK16 is regulated by an unclear mechanism involving phosphorylated cyclin Y (CCNY) in complex with 14-3-3 proteins rather than CCNY alone.",97,101,CCNY,Gene
41857027_1,"Unlike other CDKs, CDK16 is regulated by an unclear mechanism involving phosphorylated cyclin Y (CCNY) in complex with 14-3-3 proteins rather than CCNY alone.",119,125,14-3-3,Gene
41857027_1,"Unlike other CDKs, CDK16 is regulated by an unclear mechanism involving phosphorylated cyclin Y (CCNY) in complex with 14-3-3 proteins rather than CCNY alone.",147,151,CCNY,Gene
41851502_1,"Mechanistically, OXSR1 phosphorylates the RhoB GTPase at threonine 37 upon intestinal injury, thereby disrupting its interaction with ARHGAP17 and increasing the levels of GTP-bound RhoB.",17,22,OXSR1,Gene
41851502_1,"Mechanistically, OXSR1 phosphorylates the RhoB GTPase at threonine 37 upon intestinal injury, thereby disrupting its interaction with ARHGAP17 and increasing the levels of GTP-bound RhoB.",42,53,RhoB GTPase,Gene
41851502_1,"Mechanistically, OXSR1 phosphorylates the RhoB GTPase at threonine 37 upon intestinal injury, thereby disrupting its interaction with ARHGAP17 and increasing the levels of GTP-bound RhoB.",75,92,intestinal injury,Disease
41851502_1,"Mechanistically, OXSR1 phosphorylates the RhoB GTPase at threonine 37 upon intestinal injury, thereby disrupting its interaction with ARHGAP17 and increasing the levels of GTP-bound RhoB.",134,142,ARHGAP17,Gene
41851502_1,"Mechanistically, OXSR1 phosphorylates the RhoB GTPase at threonine 37 upon intestinal injury, thereby disrupting its interaction with ARHGAP17 and increasing the levels of GTP-bound RhoB.",172,175,GTP,Chemical
41851502_1,"Mechanistically, OXSR1 phosphorylates the RhoB GTPase at threonine 37 upon intestinal injury, thereby disrupting its interaction with ARHGAP17 and increasing the levels of GTP-bound RhoB.",182,187,RhoB.,Gene
41880487_1,How microtubules simultaneously up- and down-regulate Aurora B phosphorylation remains unclear.,54,62,Aurora B,Gene
41880487_2,"Devising a new cryo-electron microscopy workflow, we determined microtubule-bound structures of the CPC and key Aurora B substrates that resolve their phosphorylation sites, finding that microtubules can promote or restrict Aurora B-mediated phosphorylation depending upon binding geometry.",100,103,CPC,Gene
41880487_2,"Devising a new cryo-electron microscopy workflow, we determined microtubule-bound structures of the CPC and key Aurora B substrates that resolve their phosphorylation sites, finding that microtubules can promote or restrict Aurora B-mediated phosphorylation depending upon binding geometry.",112,120,Aurora B,Gene
41880487_2,"Devising a new cryo-electron microscopy workflow, we determined microtubule-bound structures of the CPC and key Aurora B substrates that resolve their phosphorylation sites, finding that microtubules can promote or restrict Aurora B-mediated phosphorylation depending upon binding geometry.",224,232,Aurora B,Gene
41880487_3,"The kinetochore Ndc80 complex oligomerizes on microtubules through multivalent interactions including its kinase recognition sites, sterically restricting kinase access to counteract phosphorylation-induced detachment.",16,21,Ndc80,Gene
41880487_3,"The kinetochore Ndc80 complex oligomerizes on microtubules through multivalent interactions including its kinase recognition sites, sterically restricting kinase access to counteract phosphorylation-induced detachment.",155,161,kinase,Gene
41880487_4,"Conversely, Aurora B recognition sites of the microtubule-depolymerase mitotic centromere-associated kinesin (MCAK) remain accessible on microtubules, explaining how microtubule-bound CPC can promote MCAK phosphorylation and inactivation.",12,20,Aurora B,Gene
41880487_4,"Conversely, Aurora B recognition sites of the microtubule-depolymerase mitotic centromere-associated kinesin (MCAK) remain accessible on microtubules, explaining how microtubule-bound CPC can promote MCAK phosphorylation and inactivation.",71,108,mitotic centromere-associated kinesin,Gene
41880487_4,"Conversely, Aurora B recognition sites of the microtubule-depolymerase mitotic centromere-associated kinesin (MCAK) remain accessible on microtubules, explaining how microtubule-bound CPC can promote MCAK phosphorylation and inactivation.",110,114,MCAK,Gene
41880487_4,"Conversely, Aurora B recognition sites of the microtubule-depolymerase mitotic centromere-associated kinesin (MCAK) remain accessible on microtubules, explaining how microtubule-bound CPC can promote MCAK phosphorylation and inactivation.",184,187,CPC,Gene
41880487_4,"Conversely, Aurora B recognition sites of the microtubule-depolymerase mitotic centromere-associated kinesin (MCAK) remain accessible on microtubules, explaining how microtubule-bound CPC can promote MCAK phosphorylation and inactivation.",200,204,MCAK,Gene
41880487_5,"We propose that microtubule-guided substrate remodeling can serve as a general mechanism for controlling Aurora B-mediated phosphorylation during mitosis, which can coordinate diverse processes underlying faithful chromosome segregation.",105,113,Aurora B,Gene
41862769_1,"Bazedoxifene (a selective estrogen receptor modulator) treatment of male Mdga1Y636C/E751Q KI mice rescues the changes in the expression and phosphorylation of a subset of GABAergic synaptic proteins, as well as behavioral performance and GABAergic synaptic strength.",0,12,Bazedoxifene,Chemical
41862769_1,"Bazedoxifene (a selective estrogen receptor modulator) treatment of male Mdga1Y636C/E751Q KI mice rescues the changes in the expression and phosphorylation of a subset of GABAergic synaptic proteins, as well as behavioral performance and GABAergic synaptic strength.",26,43,estrogen receptor,Gene
41862769_1,"Bazedoxifene (a selective estrogen receptor modulator) treatment of male Mdga1Y636C/E751Q KI mice rescues the changes in the expression and phosphorylation of a subset of GABAergic synaptic proteins, as well as behavioral performance and GABAergic synaptic strength.",73,89,Mdga1Y636C/E751Q,Gene
41862769_1,"Bazedoxifene (a selective estrogen receptor modulator) treatment of male Mdga1Y636C/E751Q KI mice rescues the changes in the expression and phosphorylation of a subset of GABAergic synaptic proteins, as well as behavioral performance and GABAergic synaptic strength.",93,97,mice,Species
41844585_1,"Our results reveal that EA significantly reduces both amyloid-beta (Aβ) and phosphorylated tau (p-tau) levels and neuroinflammatory biomarkers, including molecular signatures for activated microglia and astrocytes in the brain.",24,26,EA,Chemical
41844585_1,"Our results reveal that EA significantly reduces both amyloid-beta (Aβ) and phosphorylated tau (p-tau) levels and neuroinflammatory biomarkers, including molecular signatures for activated microglia and astrocytes in the brain.",54,66,amyloid-beta,Gene
41844585_1,"Our results reveal that EA significantly reduces both amyloid-beta (Aβ) and phosphorylated tau (p-tau) levels and neuroinflammatory biomarkers, including molecular signatures for activated microglia and astrocytes in the brain.",68,70,Aβ,Gene
41844585_1,"Our results reveal that EA significantly reduces both amyloid-beta (Aβ) and phosphorylated tau (p-tau) levels and neuroinflammatory biomarkers, including molecular signatures for activated microglia and astrocytes in the brain.",91,94,tau,Gene
41844585_1,"Our results reveal that EA significantly reduces both amyloid-beta (Aβ) and phosphorylated tau (p-tau) levels and neuroinflammatory biomarkers, including molecular signatures for activated microglia and astrocytes in the brain.",98,101,tau,Gene
41844585_1,"Our results reveal that EA significantly reduces both amyloid-beta (Aβ) and phosphorylated tau (p-tau) levels and neuroinflammatory biomarkers, including molecular signatures for activated microglia and astrocytes in the brain.",114,131,neuroinflammatory,Disease
41869559_1,"Mechanistically, Panx1 deficiency leads to reduced non-phosphorylated β-catenin levels and its downstream targets, indicating impaired Wnt/β-catenin signaling.",17,22,Panx1,Gene
41869559_1,"Mechanistically, Panx1 deficiency leads to reduced non-phosphorylated β-catenin levels and its downstream targets, indicating impaired Wnt/β-catenin signaling.",70,79,β-catenin,Gene
41869559_1,"Mechanistically, Panx1 deficiency leads to reduced non-phosphorylated β-catenin levels and its downstream targets, indicating impaired Wnt/β-catenin signaling.",135,138,Wnt,Gene
41869559_1,"Mechanistically, Panx1 deficiency leads to reduced non-phosphorylated β-catenin levels and its downstream targets, indicating impaired Wnt/β-catenin signaling.",139,148,β-catenin,Gene
41844616_1,"Phosphorylation, including by the MAPK itself, antagonises Sms1 membrane translocation, establishing a negative feedback that underlies polarity patch turnover and prevents untimely mating attempts.",34,38,MAPK,Gene
41844616_1,"Phosphorylation, including by the MAPK itself, antagonises Sms1 membrane translocation, establishing a negative feedback that underlies polarity patch turnover and prevents untimely mating attempts.",59,63,Sms1,Gene
41863805_1,"Previous studies have identified key steps during necroptosis, which are believed to be coupled: MLKL phosphorylation by RIPK3, release of N-terminal autoinhibition, and MLKL oligomerization.",97,101,MLKL,Gene
41863805_1,"Previous studies have identified key steps during necroptosis, which are believed to be coupled: MLKL phosphorylation by RIPK3, release of N-terminal autoinhibition, and MLKL oligomerization.",121,126,RIPK3,Gene
41863805_1,"Previous studies have identified key steps during necroptosis, which are believed to be coupled: MLKL phosphorylation by RIPK3, release of N-terminal autoinhibition, and MLKL oligomerization.",170,174,MLKL,Gene
41863805_2,"Here, we employ five different pharmacological, biological, and genetic methods to demonstrate that inhibiting the MLKL N terminus prevents both phosphorylation and oligomerization.",115,119,MLKL,Gene
41863805_3,"Conversely, loss of interaction between the N-terminal four-helical bundle and brace domains demonstrates basal MLKL phosphorylation, even in the absence of necroptotic stimuli.",112,116,MLKL,Gene
41863805_4,"Moreover, we show that MLKL phosphorylation is not necessary for maintaining MLKL oligomer stability.",23,27,MLKL,Gene
41863805_4,"Moreover, we show that MLKL phosphorylation is not necessary for maintaining MLKL oligomer stability.",77,81,MLKL,Gene
41863805_5,"We propose that MLKL is released from autoinhibition prior to phosphorylation, explaining why phosphomimetic MLKL lacks cytotoxic activity.",16,20,MLKL,Gene
41863805_5,"We propose that MLKL is released from autoinhibition prior to phosphorylation, explaining why phosphomimetic MLKL lacks cytotoxic activity.",109,113,MLKL,Gene
41863805_5,"We propose that MLKL is released from autoinhibition prior to phosphorylation, explaining why phosphomimetic MLKL lacks cytotoxic activity.",120,129,cytotoxic,Disease
41843681_1,The JNK1 and JNK2 pre-mRNAs expressed by hepatocytes exhibit mutually exclusive inclusion of exons 7a or 7b that encode a segment of the substrate binding site that is required for selective protein phosphorylation.,4,8,JNK1,Gene
41843681_1,The JNK1 and JNK2 pre-mRNAs expressed by hepatocytes exhibit mutually exclusive inclusion of exons 7a or 7b that encode a segment of the substrate binding site that is required for selective protein phosphorylation.,13,17,JNK2,Gene
41843681_2,This function of JNK27b is mediated by coordinated mechanisms that independently regulate circadian gene expression and phosphorylation of Retinoid X Receptor α (RXRα) on Ser265.,17,23,JNK27b,Gene
41843681_2,This function of JNK27b is mediated by coordinated mechanisms that independently regulate circadian gene expression and phosphorylation of Retinoid X Receptor α (RXRα) on Ser265.,139,160,Retinoid X Receptor α,Gene
41843681_2,This function of JNK27b is mediated by coordinated mechanisms that independently regulate circadian gene expression and phosphorylation of Retinoid X Receptor α (RXRα) on Ser265.,162,166,RXRα,Gene
41846982_1,"Phosphomimetic mutations of key serines disrupt this stabilization and reduce binding affinity, identifying phosphorylation as a regulatory switch for SERBP1 activity.",151,157,SERBP1,Gene
41871415_1,"In this review, we examine the evidence for tau-related neurodegenerative processes in epilepsy beginning with how changes in biochemical and structural properties of the tau protein can lead to abnormal phosphorylation and pathological aggregation.",44,47,tau,Gene
41871415_1,"In this review, we examine the evidence for tau-related neurodegenerative processes in epilepsy beginning with how changes in biochemical and structural properties of the tau protein can lead to abnormal phosphorylation and pathological aggregation.",87,95,epilepsy,Disease
41871415_1,"In this review, we examine the evidence for tau-related neurodegenerative processes in epilepsy beginning with how changes in biochemical and structural properties of the tau protein can lead to abnormal phosphorylation and pathological aggregation.",171,174,tau,Gene
41865455_1,"Furthermore, USP18 silencing enhances the phosphorylation of key kinases and the upstream regulator TAK1 within the NF-κB signaling pathway in macrophages.",13,18,USP18,Gene
41865455_1,"Furthermore, USP18 silencing enhances the phosphorylation of key kinases and the upstream regulator TAK1 within the NF-κB signaling pathway in macrophages.",100,104,TAK1,Gene
41865455_1,"Furthermore, USP18 silencing enhances the phosphorylation of key kinases and the upstream regulator TAK1 within the NF-κB signaling pathway in macrophages.",116,121,NF-κB,Gene
41865455_2,"USP18 inhibits TAK1 phosphorylation by binding to and deubiquitinating TAK1, thereby suppressing NF-κB pathway activation.",0,5,USP18,Gene
41865455_2,"USP18 inhibits TAK1 phosphorylation by binding to and deubiquitinating TAK1, thereby suppressing NF-κB pathway activation.",15,19,TAK1,Gene
41865455_2,"USP18 inhibits TAK1 phosphorylation by binding to and deubiquitinating TAK1, thereby suppressing NF-κB pathway activation.",71,75,TAK1,Gene
41865455_2,"USP18 inhibits TAK1 phosphorylation by binding to and deubiquitinating TAK1, thereby suppressing NF-κB pathway activation.",97,102,NF-κB,Gene
41858284_1,RESULTS: Both phosphorylated NFκB and STAT3 were obviously elevated in keloid tissues.,29,33,NFκB,Gene
41858284_1,RESULTS: Both phosphorylated NFκB and STAT3 were obviously elevated in keloid tissues.,38,43,STAT3,Gene
41858284_1,RESULTS: Both phosphorylated NFκB and STAT3 were obviously elevated in keloid tissues.,71,77,keloid,Disease
41858284_2,"Mechanistically, DDR1 interacted with ARF6, which promoted the transport of DDR1 to plasma membrane and amplified collagen I-induced DDR1 signaling, then facilitated DDR1 binding to STAT3, leading to STAT3 phosphorylation.",17,21,DDR1,Gene
41858284_2,"Mechanistically, DDR1 interacted with ARF6, which promoted the transport of DDR1 to plasma membrane and amplified collagen I-induced DDR1 signaling, then facilitated DDR1 binding to STAT3, leading to STAT3 phosphorylation.",38,42,ARF6,Gene
41858284_2,"Mechanistically, DDR1 interacted with ARF6, which promoted the transport of DDR1 to plasma membrane and amplified collagen I-induced DDR1 signaling, then facilitated DDR1 binding to STAT3, leading to STAT3 phosphorylation.",76,80,DDR1,Gene
41858284_2,"Mechanistically, DDR1 interacted with ARF6, which promoted the transport of DDR1 to plasma membrane and amplified collagen I-induced DDR1 signaling, then facilitated DDR1 binding to STAT3, leading to STAT3 phosphorylation.",114,124,collagen I,Gene
41858284_2,"Mechanistically, DDR1 interacted with ARF6, which promoted the transport of DDR1 to plasma membrane and amplified collagen I-induced DDR1 signaling, then facilitated DDR1 binding to STAT3, leading to STAT3 phosphorylation.",133,137,DDR1,Gene
41858284_2,"Mechanistically, DDR1 interacted with ARF6, which promoted the transport of DDR1 to plasma membrane and amplified collagen I-induced DDR1 signaling, then facilitated DDR1 binding to STAT3, leading to STAT3 phosphorylation.",166,170,DDR1,Gene
41858284_2,"Mechanistically, DDR1 interacted with ARF6, which promoted the transport of DDR1 to plasma membrane and amplified collagen I-induced DDR1 signaling, then facilitated DDR1 binding to STAT3, leading to STAT3 phosphorylation.",182,187,STAT3,Gene
