pmid,title,abstract
41865688,Yifei Sanjie pill combined with gefitinib reduces the progression of EGFR-TKIs-resistant non-small cell lung cancer via YAP/ANKRD1 axis.,"BACKGROUND: Resistance to EGFR tyrosine kinase inhibitors (EGFR-TKIs) is a significant obstacle in non-small cell lung cancer (NSCLC) treatment. Yifei Sanjie pill (YFSJ), a traditional Chinese herbal remedy, has been found to enhance gefitinib's effectiveness in NSCLC. However, the exact mechanisms by which YFSJ helps overcome EGFR-TKIs resistance are not yet fully understood. PURPOSE: This study uses in vitro, in vivo, systems biology, and single-cell sequencing approaches to explore the pharmacological pathways behind the combined outcomes of YFSJ and gefitinib in treating EGFR-TKIs-resistant NSCLC. METHODS: UPLC-MS/MS was employed to identify the active constituents of YFSJ and to perform quality control analysis. We assessed the effects of gefitinib and YFSJ, both individually and in combination, on NSCLC cell viability using the MTT assay. Colony formation and wound healing assays were conducted to assess clonogenic potential and migration. A xenograft tumor model in BALB/c nude mice was used to examine the agents' inhibitory effects, in vivo. RNA sequencing and systems biology analysis of tumor tissues identified differentially expressed genes (DEGs) and pathways linked to the combined administration. Candidate gene expression was validated by qPCR, and the clinical relevance of Ankyrin Repeat Domain 1 (ANKRD1) in NSCLC was confirmed using data from the TCGA-NSCLC cohort. Western blotting was utilized for the purpose of validating the protein expression of EGFR, p-EGFR, Erk1/2, p-Erk1/2, AKT, p-AKT, ANKRD1, Ki67, Cleaved Caspase 3 and the Yes-associated protein1 (YAP1) signaling pathway in H1975 xenograft tumors. Single-cell sequencing and cell-cell communication analysis revealed the association between ANKRD1 and EGFR activation in four types of EGFR-mutant NSCLC, as well as the underlying mechanisms. RESULT: UPLC‑MS/MS analysis of YFSJ detected 1624 compounds in total, with 1177 confidently identified via MS/MS. Gefitinib and YFSJ as single agents inhibited the cell viability of NSCLC. YFSJ showed the least efficacy in inhibiting HCC827 cells, while it exhibited the best efficacy against H1975 cells. The IC50 values of the combination therapy were lower than those of each drug used individually, and when administered together for 72 h in H1975 cells and 24 h in HCC827 cells, YFSJ and gefitinib exhibited synergistic effects. The combination therapy suppressed both the clonogenic ability and the combined processes of migration and proliferation in H1975 cells. In vivo experiments demonstrated that YFSJ (9.6 g/kg/day) in combined with gefitinib (50 mg/kg/day) markedly suppressed proliferation in H1975-derived xenografts. Integrated analysis suggested that ANKRD1 is a promising gene potentially associated with acquired EGFR-TKIs resistance, and down-regulate this gene may benefit patient survival. In vivo experiments, single-cell sequencing and cell-cell communication analysis confirmed that the high expression of ANKRD1 might be related to EGFR exon 20 mutation-driven resistant NSCLC, potentially linked to ECM receptor-mediated signal transduction. YFSJ combined with gefitinib treatment inhibits EGFR and Erk1/2 phosphorylation, promoting YAP1 phosphorylation, inhibits AKT phosphorylation and downstream ANKRD1 expression, ultimately suppressing cell proliferation and promoting apoptosis. CONCLUSION: Co-administration of YFSJ and gefitinib suppresses the growth and migration of NSCLC. ANKRD1 may be a potential biomarker for EGFR exon 20 mutation-driven resistance. This therapy reduces resistance to first-generation EGFR-TKIs by blocking YAP/ANKRD1 axis to suppress cell proliferation and promoting apoptosis. Based on our previous clinical investigations and the present preclinical findings, YFSJ-particularly in combination with gefitinib-may represent a novel therapeutic strategy and warrants further exploration for the treatment of NSCLC resistant to EGFR exon 20 mutations."
41876639,Glycosylation as a dynamic regulator of RLR and cGAS-STING innate immune signalling pathways.,"Innate immune sensing by RIG-I-like receptors (RLRs) and the cGAS-STING pathway is tightly regulated by glycosylation. This review summarizes how distinct glycosylation modalities shape antiviral signaling at multiple levels. N-glycosylation in the ER-Golgi is essential for STING folding, stability, and signaling competence, whereas aberrant glycan states disrupt DNA sensing. In contrast, cytosolic O-GlcNAcylation dynamically modulates RLR-cGAS pathways by regulating MAVS aggregation, suppressing IRF3 and NF-κB activation, and interfering with cGAS-DNA binding. We further discuss crosstalk between glycosylation, ubiquitination, and phosphorylation, metabolic regulation of UDP-GlcNAc flux, and pathogen- or tumor-driven glycosylation reprogramming, highlighting glycosylation enzymes as potential immunomodulatory targets."
41886288,Elemental Sulfur/Base/Water: An Efficient System for the Synthesis of 2-Phosphoryl-Substituted Benzazoles via a Willgerodt-Kindler-Type Reaction.,We report an elemental sulfur/base/water system enabling the synthesis of 2-phosphorylbenzazoles via a Willgerodt-Kindler-type reaction of o-hydroxy/amino/mercaptoanilines with substituted phosphorylmethanes. The developed protocol is efficient under metal- and catalyst-free conditions and is easily scalable. The scope and limitations of this transformation have been investigated; a rationalization of the mechanism is presented.
41882025,Solubility based mechanistic profiling of combinatorial drug therapy.,"Acute myeloid leukemia (AML) remains challenging to treat due to extensive genetic heterogeneity, high relapse rates, and treatment-related toxicity. Although drug combinations offer therapeutic promise, their selection is often empirical. Here, we introduce Combinatorial Proteome Integral Solubility/Stability Alteration analysis (CoPISA), a high-throughput proteomics workflow that captures protein solubility/stability alterations uniquely induced by drug combinations. We applied CoPISA to two rationally designed AML drug pairs, LY3009120-sapanisertib (LS) and ruxolitinib-ulixertinib (RU), previously identified as the most effective and least toxic combinations among many candidates and validated in AML cell lines, patient-derived samples and zebrafish xenograft models. We uncovered an emergent mechanism termed ""conjunctional targeting"", in which combinatorial drug action induces combination-exclusive protein targets consistent with an AND-gate logic model. LS-specific converged on SUMOylation, chromatin condensation, and VEGF-linked adhesion, while RU-specific targets disrupted DNA-damage checkpoints, mitochondrial bioenergetics, and RNA-splicing. Post-translational modification analysis revealed combination-induced acetylation, methylation, and phosphorylation of key AML proteins, including NPM1. Network analysis demonstrated that a substantial fraction of AML-associated proteins targeted by CoPISA are unique to combinations, including DNMT3A, NPM1, and TP53. By uncovering a mechanistic layer beyond classical synergy, CoPISA provides a robust framework for the precision-guided design of combinatorial therapies in heterogeneous cancers."
41842946,A HHEX/IKKα positive feedback loop promotes intestinal inflammation.,"The dynamic assembly and regulation of the IκB kinase (IKK) complex in the NF-κB pathway are central to the pathogenesis and progression of inflammatory bowel disease (IBD). We recently reported that the transcription factor hematopoietically-expressed homeobox (HHEX) promotes colitis-associated colorectal cancer, but the potential role of HHEX in intestinal inflammation remains uncharacterized. Here, we found that HHEX is upregulated in inflamed colons in a colitis mouse model and in clinical IBD samples. HHEX overexpression increased inflammatory cytokine expression, and HHEX loss largely abrogated the inflammatory response in vitro and intestinal inflammation in vivo. Mechanistically, IKKα phosphorylates HHEX at S213 to stabilize HHEX in response to TNF-α by inhibiting the interaction of HHEX with the E3 ubiquitin ligase MID2 and subsequent K48-linked ubiquitination and protein degradation. Importantly, HHEX interacts with and stabilizes the IKKα/IKKβ complex via its N-terminal domain, thereby activating the NF-κB pathway and establishing a positive feedback loop that exacerbates intestinal inflammation. Our study reveals a transcription-independent function of HHEX in promoting IKK complex assembly and colitis, identifying HHEX as an IBD susceptibility gene and a potential target for IBD treatment."
41868124,Pyrimidine nucleoside: inspiration for novel antimicrobial agent.,"Antimicrobial resistance (AMR) is a worsening global health crisis, with drug repurposing emerging as a key mitigation strategy. Pyrimidine nucleosides are promising antibacterial scaffolds due to their easily modifiable structures and multi-therapeutic potential. However, related research faces challenges, including fragmented structure-activity relationships (SAR), unclear metabolism-efficacy correlations, and limited clinical translation strategies. This review categorizes these derivatives into cytosine and uracil/thymine analogs. It analyzes how lipidation, selenylation, and other structural modifications regulate antibacterial activity by modulating target binding, membrane permeability, and metabolic stability. Crucially, it elucidates their metabolic activation mechanism. As prodrugs, these derivatives require intracellular enzymatic phosphorylation to form active metabolites that inhibit nucleic acid synthesis, and their efficacy is dependent on intracellular enzyme levels and activity. Additionally, the review identifies core clinical translation barriers (host toxicity, narrow spectrum, insufficient AMR research) and proposes targeted optimization strategies (e.g., enzyme-guided modification and combination therapy). By integrating disparate structure-activity relationship and metabolic mechanism research, this work provides a novel systematic framework for developing pyrimidine nucleosides. Furthermore, it offers critical support to address the global antimicrobial resistance (AMR) crisis."
41889763,HP(O)Ph,"The roles of H-phosphoryl compounds [HP-(O)-R'R″] in various transformations remain insufficiently elucidated, particularly concerning their contributions to facilitating the conversion of inert chemical bonds. Herein, we report a highly selective hydrodefluorination (HDF) reaction of polyfluoro-(hetero)-aromatic compounds mediated by HP-(O)-Ph2, which does not require complex constrained phosphorus architectures or external reducing agents. Notably, H-phosphoryl compounds, especially the commercially available, bench-stable, and inexpensive HP-(O)-Ph2 used in this study, were discovered for the first time to function as both a defluorinative surrogate and an H-reagent, displaying unconventional HDF reactivity with the assistance of water. By employing this protocol, a variety of partially fluorinated (hetero)-aromatic scaffolds can be synthesized. Furthermore, the approach demonstrates excellent regioselectivity, enables postfunctionalization of complex molecules, and allows for the transformation of the resulting products into other value-added organofluorides, highlighting its potential in medicinal and organic chemistry."
41887981,Mitochondrial NADP(H) integrates redox and metabolism.,"The compartmentalization of NAD(H) and NADP(H) is fundamental to cellular metabolism, enabling precise coordination of redox balance, biosynthetic reactions, and energy homeostasis. Within mitochondria, NADP(H) has long been viewed as a redox buffer supporting antioxidant defense and reductive biosynthesis. Emerging evidence, however, reveals that mitochondrial NADP(H) also drives oxidative metabolism and metabolic flexibility. Loss of the mitochondrial NAD kinase, which phosphorylates NAD(H) to generate mitochondrial NADP(H), disrupts NADP(H)-dependent pathways that sustain oxidative metabolism and systemic energy balance. These advances reposition mitochondrial NADP(H) as an integrative regulator that links redox homeostasis with energy metabolism across cellular and systemic levels, with broad implications for metabolic disease."
41858737,Mitochondrial metabolism in cancer stem cells (CSCs): molecular and diagnostic implications.,"Cancer stem cells (CSCs) are a self-renewing population often linked to tumor initiation, metastasis, relapse, and resistance to therapy. While bulk tumor cells are often dependent on glycolysis, CSCs demonstrate metabolic plasticity can switch between glycolysis and OXPHOS (oxidative phosphorylation) depending on context. Mitochondria buffer against stress and allow for a metabolic reprogramming towards apoptosis evasiveness, making mitochondrial function crucial to CSC survival. The acquisition of stem-like traits coincides with the rewiring of mitochondrial metabolism, as newly emerging CSCs intermittently upregulate respiration, ROS detoxification, and metabolic plasticity to satisfy cellular demands. Several regulators converge on this mitochondrial metabolism axis. For instance, the co-activator peroxisome proliferator-activated receptor gamma coactivator 1α (PGC-1α) and partner estrogen-related receptor α (ERRα) promote mitochondria biogenesis and OXPHOS while promoting tumor sphere formation and expression of stemness genes. Conversely, knockdown of PGC-1α reduces sphere formation and stemness. Similarly, a crucial process - mitophagy via AMP-activated protein kinase (AMPK) and related kinases regulate organelle turnover and quality control to promote CSC viability against stress. Mitochondrial dynamics (fission/fusion) also decides the fate of CSCs. The CSC metabolism is further influenced by the tumor microenvironment (TME). Hypoxia-inducible transcription factors, along with tumor stromal signals such as CAF-derived metabolites induce metabolic rewiring and strengthen antioxidant defenses in CSCs, thereby making it easier for CSCs to survive in unfavourable niches. The abundance of mitochondrial DNA and basal respiratory activity has been linked to CSC features such as increased ATP, stem cell markers and chemoresistance. Over the past few years, significant progress has been made in targeting mitochondrial metabolism of CSCs, yet is still a developing area with tremendous therapeutic scope. More research is required to identify mitochondrial vulnerabilities that are specific to therapy and then translate those findings into effective, precision-based cancer treatments. In this review, we try to provide a comprehensive overview of mitochondrial metabolism in regulating behaviour of CSCs, origin and characteristics of CSCs, the metabolic reprogramming for OXPHOS and glycolytic flexibility, molecular regulators of mitochondrial function, mitochondrial dynamics in stemness pathways and how the TME regulates these processes. We also review novel diagnostic techniques and therapies that target mitochondrial vulnerabilities to eliminate CSCs and provide better clinical outcomes."
41849049,CaMKII as a Multimodal Signalling Hub in Neural Connectivity and Vulnerability.,"Calcium/calmodulin-dependent protein kinase II (CaMKII) is one of the most abundant and versatile signalling molecules in the brain, uniquely positioned to convert transient signals into durable structural and functional changes. Classical models cast CaMKII as a Ca2+/calmodulin-activated kinase that, once phosphorylated, persists autonomously to encode synaptic memory. Recent work has reframed this view, revealing CaMKII as a state and context-dependent signalling hub that integrates catalytic activity with structural and scaffolding functions. Its activity and persistence are shaped by partner protein interactions, higher-order assembly, redox and metabolic modifications, and confinement within nanoscale domains. Isoform and splice diversity further distribute CaMKII into specialised pools across dendritic spines, growth cones, axons, and nuclei, enabling it to regulate synaptic plasticity, axon growth, and long-term neuronal stability through both enzymatic and non-enzymatic mechanisms. These actions are dynamically sculpted by opposing phosphatases, including PP1, PP2A, and calcineurin, which do not simply terminate signalling but bias the kinase toward kinetically stabilised functional configurations with distinct catalytic and structural outputs. Here we outline a conceptual multistate regulatory framework in which CaMKII can occupy basal, catalytically active, and structurally stabilised functional regimes, rather than operating as a simple bistable switch. In this framework, these regimes are defined by differences in signalling persistence and molecular interactions rather than by formally demonstrated stable attractors, providing a functional model for understanding how CaMKII integrates spatially restricted Ca2+ signals with phosphatase control. Disruption of regulated transitions between these regimes through altered phosphatase balance, aberrant spatial confinement, or pathological modification can shift CaMKII signalling into inappropriate compartments or timescales, contributing to neurodevelopmental, psychiatric, and neurodegenerative disorders. This review highlights recent advances in activation mechanisms, isoform-specific organisation, phosphatase control, and disease biology, positioning CaMKII as a hybrid structural-catalytic integrator whose state-dependent regulation offers new opportunities for precision therapeutic intervention."
41868506,Regulatory networks and molecular mechanisms underlying salt stress tolerance in rice.,"Salinity and alkaline stress severely restrict rice productivity by disrupting ionic balance, generating oxidative damage, and impairing growth across developmental stages. Despite the significant advances in the salt tolerance knowledge, rice is very sensitive in contrast to other cereals, which demonstrates gaps in mechanistic understanding and breeding efficiency. This review incorporates the progress in the salt perception, signaling, and stress adaptation, and introduces limitations that slow down the practical improvement. Rice senses salinity using receptor-like kinases and Ca2+-dependent signaling pathway but the initial stages of the response and down-stream phosphorylation cascades have not been characterized well. The reactive oxygen species (ROS) triggered by salinity activate antioxidant mechanisms like AsA-GSH, but it is still not clear how they are spatially and organelle-specifically controlled. Proteomic analyses show extensive reorganization of proteins in signaling, cytoskeleton dynamics, metabolism and protein turnover, but most of the identified candidates have not been validated functionally. Na+ exclusion, vacuolar sequestration, and K+ retention through HKTs, NHXs, and V-ATPases are involved in ion homeostasis, but the interactions between them in tissues have not been fully understood yet. QTL studies have also reported important loci like Saltol and qSKC1 but there are slow advances made in using them in elite cultivars. New multi-omics techniques and CRISPR-based genome editing are currently providing a chance to uncover knowledge gaps. All in all, this review presents an overall framework to develop mechanistic knowledge and speed up breeding salt-resistant varieties of rice."
41863615,Exercise and CD8,"CD8+ T cells are the core effector cells of antitumor immunity. However, their functionality is vulnerable to metabolic stress within the tumor microenvironment (TME), and they experience significant inhibition from immunosuppressive signals, such as PD-1/PD-L1 and myeloid-derived suppressor cells (MDSC). This review explores how exercise enhances CD8+ T-cell antitumor efficacy through multidimensional synergistic mechanisms. At the molecular level, exercise stimulates the IL-15/IL-15Rα signaling pathway and triggers the release of myokines such as IL-6 and IL-7. These changes considerably boost CD8+ T-cell proliferation, viability, and granzyme B-dependent tumoricidal activity. Concurrently, exercise improves metabolic adaptation and sustains antitumor effects via metabolic reprogramming, which involves enhancing mitochondrial oxidative phosphorylation and increasing lactate-mediated stemness. Moreover, exercise optimizes TME vascular structure, downregulates PD-L1 expression, reduces MDSC proportion, and transforms the immunosuppressive environment, thus facilitating CD8+ T-cell infiltration and long-term function. Preclinical studies have verified that exercise works in tandem with immune checkpoint inhibitors, like anti-PD-1, to improve T-cell homing and counteract the depletion phenotype through the CXCR3-CXCL9/10 axis. Despite the positive progress, the mechanisms of exercise intensity, individual heterogeneity, and dynamic regulation of TME need to be explored in depth. Future studies need to combine multi-omics and dynamic immune monitoring to develop personalized exercise interventions based on CD8+ T-cell profiles. Exercise provides a low-cost, low-risk adjuvant strategy for cancer immunotherapy by targeting CD8+ T-cell function and TME remodeling, and its clinical translational potential needs large-scale validation."
41861913,A review of peroxisome biology: Potential implications for cardiac physiology and pathology.,"The human heart has often been described as the ""metronome of life"" beating continuously over 2.5 billion times across the average lifespan and consuming more than 6 kg of ATP daily. And, during both a healthy and diseased state, the heart predominately relies on the oxidation of fatty acids to fuel its contractile burden of supporting all other organ systems. While metabolic alterations and substrate utilization inflexibility have been well studied and are considered hallmarks of heart failure pathogenesis, the overwhelming majority of these investigations have focused on the health and function of the mitochondria in cardiac myocytes; for good reason given the mitochondria is the location of oxidative phosphorylation complexes that, although debated, can form respiratory super complexes to generate ATP in conjunction with the electron transport chain and TCA cycle. However, there exists a potentially overlooked supporting organelle crucial for fatty acid oxidation - the peroxisome. In addition to serving as the site of long chain fatty acid breakdown into acyl-CoA for transport into the mitochondria, the peroxisome supports cellular viability and function via several critical mechanisms (e.g. plasmalogen synthesis and reactive oxygen species quenching). Despite this, only recently have published reports started to appreciate the potential significance of peroxisomes in cardiovascular physiology. In this review, we aim to provide a global perspective on peroxisomes to include their lifecycle and function gathered mostly from seminal studies in extracardiac tissues and highlight functional roles for peroxisomes directly in the context of cardiac physiology and pathology from more recent literature."
41845971,The role of TDP-43 fragments in regular cellular functions and homeostatic failure.,"Amyotrophic lateral sclerosis (ALS) is characterized by the progressive degeneration of motor neurons, leading to severe muscle weakness, loss of voluntary movement, and respiratory failure. A widely noted feature of the disease is the presence of TDP-43 proteinopathies. Under homeostatic conditions, the RNA/DNA-binding protein TDP-43 mainly resides in the nucleus, where it functions to regulate gene expression, controlling not only RNA transcription and splicing, but also stability and transport to the cytoplasm. Upon the arrival at ribosomes, TDP-43 may further moderate translation, acting as a global repressor of protein synthesis. However, in over 95% of ALS cases, TDP-43 mislocalises from the nucleus to the cytoplasm, where it enriches in cytoplasmic inclusions that are marked by the presence of misfolded, ubiquitinated, phosphorylated and fragmented protein species of TDP-43. Although recent studies have tried to untangle the relationship between TDP fragments on the one hand, and cytotoxicity as well as neurodegeneration on the other, the results are still a matter of debate. Here, we review our current understanding of the different TDP fragments derived from proteolytic cleavage as well as alternative splicing, addressing the different N-terminal and C-terminal species and evaluating differences in rodent and primate models. We focus our analysis on potential homeostatic functions of TDP fragments in the context of viral infections and myelination control, which could be pivotally interconnected. The findings illustrate several facets of fragmented TDP-43 protein species in scenarios of enhanced cellular stress. Gaining a detailed understanding could help to reveal new treatment options for ALS and other TDP-43 proteinopathies."
41868184,Advances and Therapeutic Potential of Anthraquinone Compounds in Neurodegenerative Diseases: A Comprehensive Review.,"BACKGROUND: Rhubarb, traditionally used in China for neurological disorders, has recently attracted considerable scientific attention for its neuroprotective and cerebrovascular benefits. The main therapeutic components of rhubarb are anthraquinones, including emodin, aloe-emodin, chrysophanol, rhein, and physcion. Accumulating experimental evidence indicates that anthraquinones are of importance in neurodegenerative diseases (NDDs), such as Alzheimer's disease, Parkinson's disease, Huntington's disease, and multiple sclerosis. However, as a promising candidate for drug development, the mechanisms by which anthraquinones treat NDDs have not been systematically reviewed. Therefore, this article outlines the anti-neurodegenerative effects of anthraquinones, focusing on their molecular mechanisms. OBJECTIVE: This article reviews recent research progress of anthraquinones in NDDs, focusing on their potential targets and pathways to provide new ideas for the intervention and treatment of NDDs. METHODS: A comprehensive search of PubMed, Web of Science, and Google Scholar was conducted for articles on the intervention of anthraquinones in NDDs in the past 20 years. The collected information was then summarized and analyzed. RESULTS: Anthraquinones ameliorate NDDs through multiple mechanisms. They exhibit antioxidant and anti-inflammatory effects, protect mitochondria, and regulate microglial polarization. Furthermore, anthraquinones inhibit pyroptosis, apoptosis, tau phosphorylation, Aβ/α-synuclein aggregation, and acetylcholinesterase activity, while restoring metal homeostasis, activating estrogen receptors, modulating gut microbiota, increasing BDNF levels, and preserving blood-brain barrier permeability. More notably, these compounds play a neuroprotective role by mediating multiple signaling pathways and targets, including Nrf2, ERK1/2, PI3K/mTOR, ROS/TXNIP, SIRT1/PCG-1α, NLRP3, PI3K/Akt, MAPK, TLR4-NFκB, CaM/CaMKIV, and Ca2+/EGFR/PLCγ. CONCLUSION: The pleiotropic actions of anthraquinones highlight their potential as therapeutic candidates for NDDs, yet clinical validation remains essential. Future studies should emphasize rigorously designed clinical trials and optimized brain-targeted delivery platforms. This review consolidates current evidence to support their translational development."
41862620,Balancing inflammation and regeneration: immune cell dynamics in nerve repair: a comprehensive review.,"BACKGROUND: Nerve injuries initiate a complex immune response that is crucial for triggering repairprocesses but can also exacerbate tissue damage if dysregulated. A tightly regulated balancebetween pro-inflammatory and anti-inflammatory signals is essential for optimal nerveregeneration, as excessive or prolonged inflammation can impede repair, while insufficientimmune activation may delay debris clearance and regeneration. PURPOSE: This review aims to examine the roles of key immune cells, including macrophages,neutrophils, T cells, and B cells exert diverse roles in this process, orchestrating the inflammatoryenvironment and promoting tissue remodeling. Central to their function is metabolicreprogramming, which dictates immune cell activation, phenotype, and regenerative capacity. METHOD: Relevant literature on immune responses and metabolic regulation in nerve injury wasanalyzed to explore how shifts between glycolysis, oxidative phosphorylation, and fatty acidoxidation govern the balance between inflammatory and reparative states. Macrophages displayremarkable functional plasticity, transitioning from pro-inflammatory (M1-like) to proregenerative(M2-like) phenotypes in response to metabolic and microenvironmental cues.Emerging therapeutic strategies aim to harness this immune-metabolic plasticity to improveoutcomes after nerve injury. RESULTS: Evidence suggests that metabolic reprogramming is a critical determinant of immune cellbehavior in nerve repair. Interventions such as small-molecule modulators, metabolicglycoengineering, and targeted delivery systems are being explored to fine-tune immune cellmetabolism and restore inflammatory balance. However, challenges remain in achieving cell-typespecificity, managing the intricacies of the immune milieu, and ensuring safe and effective clinicaltranslation. This review examines the cellular and metabolic mechanisms underlying immunemediatednerve repair, highlights the critical importance of inflammatory balance in determiningregenerative outcomes, and discusses promising metabolic targets and therapeutic approaches. CONCLUSION: Understanding the interplay between immune responses and cellular metabolismoffers promising opportunities to enhance nerve regeneration. Advances in immunometabolismmay facilitate the development of precision therapeutic strategies aimed at optimizinginflammatory balance and improving functional recovery following nerve injury."
41848587,Proteomics in tissue regeneration: insights into protein alterations and post-translational modifications during healing.,"Tissue regeneration is a complex, multi-phase process orchestrated by dynamic changes in protein expression and post-translational modifications (PTMs). Proteomics has emerged as a transformative tool for decoding these molecular events, providing comprehensive insights into the mechanisms underlying wound healing, angiogenesis, extracellular matrix remodeling, and stem cell differentiation. High-throughput proteomic technologies, including mass spectrometry, quantitative labeling approaches, and spatial/single-cell analyses, enable the identification of phase-specific protein signatures and PTMs such as phosphorylation, glycosylation, ubiquitination, acetylation, and redox modifications. Mapping these proteome alterations across the inflammatory, proliferative, and remodeling phases reveals critical biomarkers, therapeutic targets, and regulatory networks driving tissue repair. Translational applications of proteomics include the development of predictive biomarkers for wound healing prognosis, PTM-targeted therapies, and stem cell or exosome-based regenerative interventions. Moreover, patient-specific proteomic signatures offer avenues for personalized medicine strategies in regenerative care. Despite technical challenges related to tissue-specific proteome complexity, dynamic PTMs, and large-scale data interpretation, integration with multi-omics approaches and artificial intelligence promises to accelerate the discovery of novel regenerative therapies. This review highlights current advances in proteomic profiling, the functional role of PTMs during tissue healing, and their clinical and translational relevance, emphasizing how these molecular insights can inform precision regenerative medicine and guide the development of next-generation interventions for improved healing outcomes."
41868147,Mitochondrial stress as a conceptual interface between bacterial infection and post-infectious metabolic disease.,"Mitochondria are central hubs integrating cellular bioenergetics, redox balance, innate immune signaling, and metabolic homeostasis. During bacterial infections, these organelles are recurrent targets of pathogen-derived toxins, secreted effectors, and host inflammatory mediators, leading to a state broadly defined as mitochondrial stress. This stress encompasses alterations in oxidative phosphorylation, mitochondrial dynamics, calcium handling, reactive oxygen species (ROS) production, and activation or disruption of mitochondrial quality control pathways such as mitophagy. In this perspective, we propose mitochondrial stress as a conceptual framework linking bacterial infection and post-infectious metabolic disease. Using enteric bacterial pathogens such as Salmonella enterica serovars Typhimurium and Typhi, together with Vibrio parahaemolyticus, as conceptual models, we synthesize current evidence showing how distinct bacterial strategies converge on mitochondrial dysfunction and immunometabolic reprogramming of host cells. We argue that, while mitochondrial stress responses may initially support antimicrobial defense, their incomplete resolution may contribute to long-lasting metabolic and inflammatory alterations in epithelial, immune, and metabolic tissues. Persistent mitochondrial dysfunction may contribute to insulin resistance, chronic inflammation, and increased susceptibility to metabolic disease after infection. By framing mitochondrial stress as a central integrator of infection and metabolism, this perspective highlights key knowledge gaps and identifies mitochondria-centered pathways as potential targets to prevent or mitigate post-infectious metabolic sequelae."
41873355,Dual Regulation of Post-Translational Modification of Proteins: Bottlenecks and Breakthroughs in NK Cell Therapy for Glioblastoma.,"Glioblastoma (GBM) is the most malignant primary central nervous system tumor in adults, with strong invasiveness, high recurrence, and poor prognosis. Natural killer (NK) cells, innate immune cells that eliminate glioma stem cells without MHC matching, show promise for GBM immunotherapy, but their efficacy is limited by GBM's immunosuppressive tumor microenvironment (TME), especially via protein post-translational modifications (PTMs). This review summarizes seven key PTMs' (phosphorylation, acetylation, glycosylation, methylation, ubiquitination, SUMOylation, lactylation) dual regulation on NK cell therapy: physiological PTMs enhance NK cytotoxicity, targeting, and persistence; aberrant PTMs block NK activation, induce exhaustion, and promote GBM immune escape. It also analyzes bottlenecks (insufficient NK activity/persistence, GBM's PTM-mediated escape) and breakthroughs (PTM-targeted small molecules like TAK-981, CRISPR-edited NK cells, combination therapies). Future directions include BBB precision delivery, PTM-guided personalized therapy, and PTM crosstalk research, aiming to advance NK therapy's clinical translation for GBM."
41861786,ZNFX1 uses two-component ubiquitin circuitry to quarantine viral RNA.,"The detection of viral RNA inside cells triggers a diverse range of antiviral responses, including global translation inhibition, interferon secretion, and RNA sequestration. Mutations in the gene zinc-finger NFX1-type containing 1 (ZNFX1) cause severe pediatric immunodeficiencies, including chronic viral infection and autoinflammation. Here, we show that ZNFX1 is an RNA helicase with cryptic and unusual bifurcating E3 ubiquitin ligase activity. Nucleotide-dependent RNA binding stimulates ZNFX1 to generate complex ubiquitin chains via a two-component ubiquitin circuit wired in parallel, with ubiquitin flux occurring via two competing paths. One route produces K63-linked polyubiquitin that drives RNA entrapment within self-propagating ZNFX1 aggregates, and the other route produces K48-linked polyubiquitin that drives ZNFX1 turnover. RNA entrapment restricts RNA virus replication and is reversible by deubiquitination. Pathogenic ZNFX1 variants are defective for viral restriction, linking RNA entrapment to antiviral immunity in vivo."
41846138,Microcystin-LR-induced phosphorylation imbalance and organelle stress: An integrative review of autophagy dysregulation and cross-species toxicity.,"Microcystin-LR (MC-LR) is a cyclic heptapeptide cyanobacterial toxin of global concern due to its environmental persistence, chemical stability, and potential for trophic transfer in aquatic food webs. The established molecular initiating event of MC-LR toxicity is the inhibition of serine/threonine protein phosphatases (PP1 and PP2), leading to widespread phosphorylation imbalance and cellular stress. Increasing experimental evidence indicates that autophagy is frequently perturbed downstream of this primary event and contributes to the cellular and tissue-level responses to MC-LR exposure. Autophagy displays a context-dependent role. Short-term or low-dose exposure is often associated with adaptive autophagic responses that facilitate the removal of damaged organelles and partially mitigate oxidative and endoplasmic reticulum stress. In contrast, prolonged or high-dose exposure is commonly linked to impaired autophagic flux, mitochondrial dysfunction, inflammatory signaling, and cell death. Current studies suggest that autophagy dysregulation in MC-LR toxicity arises from converging stress pathways, including sustained PP2A inhibition, mTOR-AMPK imbalance, oxidative and ER stress, defective mitophagy, and inflammasome activation, rather than from direct regulation of the autophagy machinery. Comparable patterns of autophagy-related disruption have been reported across mammalian and aquatic species, indicating a conserved downstream vulnerability to cyanotoxin-induced cellular stress. This review critically analyzes recent mechanistic findings and cross-species evidence to contextualize autophagy dysregulation within a broader framework of phosphorylation imbalance and organelle stress in MC-LR toxicity. Finally, it highlights key knowledge gaps and outlines future research priorities, including dose-resolved mechanistic studies, integrative multi-omics approaches, and cautious evaluation of autophagy-related biomarkers in environmental risk assessment."
